condition,convo,subID,enjoy,connected,timingFirstClick,timingLastClick,timingPageSubmit,timingClickCount,comments
control,C,89,47,64,29.796,65.336,66.531,3,
control,C,92,73,64,13.964,41.392,43.02,4,na
control,C,93,77,46,39.695,41.391,42.325,2,
control,C,95,92,69,66.357,89.383,124.378,5,The audio file is very clear and I understand everything the people are talking about.
control,C,99,100,74,10.207,41.612,42.541,6,
control,C,100,60,34,42.563,49.379,52.955,4,na
control,C,101,95,98,38.609,39.511,41.341,2,
control,C,104,100,100,17.213,20.252,35.781,3,
control,C,107,80,76,12.461,19.709,43.727,3,
control,C,108,74,90,4.672,8.355,40.544,6,
control,C,109,84,68,3.628,18.719,41.273,10,
control,C,113,38,32,61.527,63.646,64.781,3,
control,C,115,63,67,11.576,20.714,41.499,3,GOOD
control,C,119,77,51,28.698,45.124,57.441,3,kind of garbled
control,C,121,93,95,34.956,38.701,42.6,2,
control,C,125,72,87,4.34,8.36,41.849,3,
control,C,128,77,83,3.657,6.389,40.103,3,nice
control,C,131,75,71,22.342,41.222,54.408,4,good voice
control,C,132,68,69,39.196,40.701,41.476,2,
control,C,134,99,100,33.368,36.7,38.736,2,
control,C,140,69,26,50.445,54.522,56.198,2,
control,C,146,80,81,9.125,58.741,65.228,3,some feel to the study
control,C,152,98,100,14.92,17.193,18.908,2,
control,C,158,73,75,52.438,57.433,67.674,4,Easy conversation
control,C,159,100,100,51.193,56.48,62.584,4,good
control,C,160,78,81,16.745,18.395,25.334,3,
control,C,162,89,84,24.414,33.517,35.972,4,
control,C,163,91,73,105.322,146.306,146.961,6,
control,C,165,81,69,37.929,43.657,45.085,3,
control,C,168,97,93,10.656,70.643,70.971,6,bold vocie
control,C,169,95,96,45.45,47.747,49.242,4,
control,C,171,71,60,37.915,39.122,41.218,2,
control,C,172,48,43,12.165,35.564,36.954,5,
control,C,176,92,88,35.192,38.757,43.839,3,Good
control,C,185,76,82,37.357,39.631,41.165,2,
control,C,187,71,66,24.063,37.814,39.944,4,
control,C,191,91,92,10.388,14.216,72.593,3,
control,C,193,68,58,2.799,4.45,47.499,2,
control,C,195,39,67,29.383,37.356,39.897,4,
control,C,197,92,72,4.218,8.217,38.69,6,good voice
control,C,199,78,71,29.074,34.899,57.285,3,
control,C,202,51,43,28.448,30.815,34.918,2,
control,C,205,94,91,24.099,45.617,51.914,2,
control,C,210,80,81,39.577,41.545,46.132,2,
control,C,212,97,95,40.391,42.726,44.201,3,
control,C,213,86,78,5.915,8.837,12.136,3,none
control,C,217,68,51,25.723,26.812,40.542,2,
control,C,221,57,63,99.683,117.669,121.857,3,nice
control,C,224,70,64,355.376,383.552,386.648,7,
control,C,227,91,98,45.289,48.821,49.513,4,
control,C,229,81,78,66.529,70.414,78.748,3,Pleasant
control,C,238,61,75,8.696,38.499,39.96,5,
control,C,240,64,75,35.323,36.518,37.902,2,
control,C,245,92,95,9.943,15.223,40.292,3,They were very engaged with each other. 
control,C,246,95,76,11.615,32.391,33.559,3,
control,C,249,90,81,8.957,11.951,37.101,3,good hearing audio
control,C,252,93,93,36.573,38.52,39.586,2,
control,C,255,80,81,140.225,147.053,163.825,2,
control,C,256,93,100,10.089,14.062,38.822,3,Nice
control,C,260,86,87,41.782,43.877,44.727,2,
control,C,261,85,95,7.785,32.486,37.818,6,
control,C,268,83,79,8.005,14.09,20.392,3,
control,C,269,84,84,13.646,16.118,37.657,2,
control,C,270,70,78,4.599,8.284,11.831,3,
control,C,276,45,74,24.231,25.817,40.805,2,
control,C,278,73,74,42.634,53.843,69.904,7,
control,C,280,84,75,1.698,41.753,42.374,5,
control,C,283,26,14,65.548,69.425,70.368,7,
control,C,285,82,85,33.449,34.797,35.959,4,
control,C,292,16,77,14.886,21.034,24.541,3,
control,C,298,94,93,1.3,41.077,43.47,8,
control,C,301,83,82,645.758,647.655,648.119,4,
control,C,305,71,83,11.716,14.684,18.453,2,
control,C,309,86,89,14.2,58.342,59.08,12,A comfortable conversation
control,C,311,51,51,11.329,22.959,36.12,5,
control,C,312,86,80,33.001,34.917,36.288,2,
control,C,315,55,50,38.614,45.098,46.784,5,none
control,C,316,93,94,8.019,36.76,37.691,6,
control,C,323,76,70,16.048,33.746,36.301,5,
control,C,326,90,93,37.672,43.971,64.476,4,"They both sounded like they'd been stressed about the exam, and it's always nice to vent a little about something like that after to someone who gets it."
control,C,330,87,83,29.337,33.878,36.912,2,
control,C,331,51,36,28.494,49.921,52.388,3,
control,C,333,80,82,6.442,35.564,36.776,8,
control,C,335,77,78,13.878,19.319,37.769,2,
control,C,340,82,87,6.875,44.47,45.562,7,
control,C,341,61,60,6.727,16.266,37.637,3,
control,C,343,100,33,7.64,9.761,10.309,4,
control,C,346,69,59,4.561,11.481,282.981,7,
control,C,348,67,64,27.788,32.872,35.655,6,
control,C,356,71,100,3.102,5.949,80.273,3,good
control,C,358,89,80,19.071,21.352,22.951,2,
control,C,362,83,92,21.705,139.497,140.875,8,
control,C,364,74,76,22.535,81.121,82.162,6,They seemed comfortable talking with one another.
control,C,367,65,69,9.509,38.84,40.6,4,
control,C,368,69,65,7.263,8.251,9.641,2,
control,C,369,85,87,7.177,27.5,32.601,6,
control,C,372,62,69,1.198,41.454,42.002,6,
control,C,377,77,79,99.374,100.585,101.921,2,
control,C,378,35,80,3.629,7.648,9.065,3,
control,C,382,65,62,38.474,45.785,46.505,5,No comment
control,C,385,75,86,5.552,35.978,37.333,3,
control,C,386,96,100,42.802,48.335,49.924,4,
control,C,388,71,70,5.795,26.731,38.088,6,
control,C,396,86,77,32.412,43.661,44.538,4,
control,C,398,100,100,16.859,34.985,36.705,6,
control,C,400,80,59,15.25,19.996,37.32,3,
control,C,403,87,88,121.151,126.677,133.231,3,Good
control,C,405,90,83,37.615,45.231,46.796,5,
control,C,408,90,87,15.462,19.668,37.875,2,
control,C,412,89,100,9.487,12.622,37.817,2,
control,C,416,92,68,3.923,40.019,92.174,5,convocation of women
control,C,417,89,83,42.901,46.257,49.422,3,Good
control,C,420,52,25,8.852,33.381,37.618,10,
control,C,422,66,74,5.114,35.486,36.117,6,
control,C,428,72,79,9.477,33.05,34.349,5,
control,C,429,54,76,58.057,61.642,63.102,4,
control,C,431,95,81,6.06,8.985,10.36,4,
control,C,436,63,79,7.133,34.39,37.091,6,
control,C,439,65,64,6.786,44.663,49.092,11,
control,C,441,48,50,35.828,45.402,46.659,5,
control,C,445,79,78,39.445,41.087,41.942,3,
control,C,447,84,73,921.941,927.484,932.352,3,
control,C,449,64,82,38.046,39.303,39.949,2,
control,C,450,100,100,40.919,45.105,46.931,3,
control,D,1,64,63,10.636,17.087,19.641,6,
control,D,2,70,51,5.091,21.211,22.315,4,
control,D,5,35,27,3.556,6.754,7.739,3,
control,D,10,44,53,22.372,24.712,25.616,2,
control,D,13,100,99,4.802,8.269,9.875,4,
control,D,14,52,60,19.687,21.688,23.23,4,
control,D,19,63,20,21.007,22.583,23.25,2,
control,D,20,58,60,22.948,31.922,32.872,8,
control,D,22,25,10,9.262,28.033,30.896,2,
control,D,23,54,59,2.627,22.706,23.328,9,
control,D,26,63,52,10.301,23.657,26.013,4,
control,D,32,47,0,29.028,31.348,32.504,2,
control,D,37,57,46,23.344,28.035,29.434,2,
control,D,39,0,0,12.528,24.606,36.221,2,
control,D,40,40,59,24.407,27.07,28.695,3,
control,D,41,71,78,5.314,21.025,22.367,2,
control,D,42,65,64,25.031,27.623,29.697,2,
control,D,45,87,84,13.275,40.546,44.377,11,
control,D,48,96,87,8.555,18.537,22.736,3,
control,D,51,69,44,4.677,6.022,7.063,3,
control,D,53,44,32,29.454,38.801,39.699,3,
control,D,54,76,100,37.944,47.103,52.978,4,No comments
control,D,58,85,93,4.576,6.112,7.313,3,
control,D,59,60,55,5.835,23.7,24.632,7,
control,D,65,71,94,20.661,22.085,26.12,2,
control,D,73,46,14,22.147,23.958,25.568,2,
control,D,76,39,28,26.646,34.846,37.77,4,
control,D,77,67,42,23.331,27.123,27.767,7,
control,D,84,54,54,30.264,31.835,33.167,2,
control,D,85,58,45,24.764,29.796,31.33,2,
control,D,88,80,73,17.88,20.784,28.36,3,nice voice
control,D,90,61,64,18.364,23.831,25.494,2,
control,D,91,62,55,7.658,19.586,22.227,3,
control,D,93,61,55,25.882,28.623,31.101,4,
control,D,100,37,42,31.401,35.6,36.67,3,
control,D,101,73,86,33.011,35.6,36.343,3,
control,D,102,9,2,12.592,29.621,31.24,6,
control,D,104,2,0,22.209,24.572,26.864,2,
control,D,109,63,55,3.762,21.016,22.159,7,
control,D,112,85,77,2.333,3.11,25.255,2,
control,D,114,54,66,7.851,9.075,20.486,2,
control,D,116,38,74,86.657,91.291,92.321,4,
control,D,117,60,68,47,50.312,52.72,2,
control,D,118,19,22,12.203,30.317,35.194,8,
control,D,124,82,53,25.017,27.991,30.845,3,no
control,D,125,78,59,12.02,14.439,26.93,2,
control,D,128,81,74,4.734,6.882,28.362,3,good
control,D,129,90,68,1.492,9.695,20.853,7,
control,D,130,79,85,20.569,23.697,32.894,3,good
control,D,133,54,58,22.297,26.326,31.27,3,GOOD
control,D,136,54,77,22.225,24.529,25.347,2,
control,D,138,53,45,8.874,28.144,29.177,6,
control,D,143,86,87,4.619,19.433,23.673,6,GOOD
control,D,153,63,16,4.756,11.558,22.003,5,
control,D,155,72,87,3.589,7.348,8.175,4,
control,D,156,56,61,18.921,28.636,35.693,4,not as long as i expected
control,D,164,31,39,8.551,24.071,25.13,5,
control,D,166,44,51,154.951,156.255,157.584,2,
control,D,168,96,88,28.436,31.178,35.346,3,nice
control,D,170,49,30,32.671,39.264,40.025,8,
control,D,172,33,37,13.691,15.811,21.979,2,
control,D,178,55,52,11.865,13.473,22.209,2,
control,D,179,96,99,12.842,17.831,35.355,3,enjoy this work
control,D,181,75,75,13.975,16.524,24.979,3,
control,D,182,66,89,19.361,22.267,22.743,5,
control,D,186,62,31,1.573,30.481,31.447,11,
control,D,189,89,95,2.339,4.355,5.228,5,
control,D,190,73,36,61.53,66.493,67.244,3,
control,D,192,44,12,22.538,24.138,25.484,2,
control,D,194,71,79,45.738,49.186,49.566,3,
control,D,196,44,26,24.134,25.671,26.852,2,
control,D,201,57,60,8.629,15.611,20.86,3,
control,D,202,42,34,17.617,20.657,22.156,2,
control,D,208,23,15,26.588,31.82,33.372,2,
control,D,211,87,91,11.815,14.754,15.043,5,
control,D,213,85,74,2.366,6.438,9.925,3,none
control,D,223,72,82,54.282,57.252,61.912,3,Good
control,D,224,52,51,7.598,27.638,28.452,10,
control,D,228,30,35,12.846,18.304,21.965,3,
control,D,229,82,91,55.969,58.778,64.132,3,Good
control,D,231,76,91,23.433,26.104,45.197,4,good joking and talking questions.
control,D,233,63,23,7.558,20.832,23.433,3,
control,D,234,63,56,20.917,23.558,24.719,3,
control,D,243,81,64,7.261,20.602,22.212,3,
control,D,244,72,59,21.954,23.804,24.986,2,
control,D,245,88,83,14.012,25.714,31.952,3,It was good
control,D,249,92,95,3.674,5.742,22.021,3,nice speech on the audio
control,D,251,78,65,69.44,71.85,76.511,2,
control,D,255,55,56,20.186,21.735,24.064,2,
control,D,257,46,49,2.993,23.444,24.715,4,
control,D,268,75,80,5.267,9.886,10.859,3,
control,D,270,84,91,8.371,10.125,87.479,3,
control,D,271,100,99,2.512,9.525,10.689,5,
control,D,275,62,66,27.552,32.146,37.452,2,
control,D,277,84,93,11.337,17.575,23.565,3,
control,D,278,60,63,129.904,142.423,143.815,6,
control,D,282,100,100,8.248,10.94,39.967,2,
control,D,285,45,35,20.879,21.778,23.865,2,
control,D,290,71,39,153.186,165.042,167.038,5,
control,D,291,72,56,28.525,41.763,47.008,4,
control,D,295,70,57,8.841,16.206,20.364,3,
control,D,298,64,69,2.018,33.898,34.668,7,
control,D,304,93,96,0.012,117.822,131.026,5,smooth converstion
control,D,305,70,29,5.272,22.536,24.249,4,
control,D,307,61,62,15.64,19.401,28.714,2,
control,D,309,73,46,349.732,353.179,355.152,4,
control,D,312,62,25,20.156,23.908,25.353,2,
control,D,317,38,32,11.082,20.232,23.792,3,
control,D,318,85,70,93.758,96.968,98.68,4,
control,D,322,80,92,7.716,10,29.695,3,
control,D,323,96,76,7.638,20.301,22.779,2,
control,D,329,37,25,9.662,21.368,22.402,6,
control,D,330,73,73,17.657,22.348,24.22,3,
control,D,331,56,51,117.73,120.235,122.184,2,
control,D,336,100,100,58.662,143.564,144.256,5,
control,D,338,59,61,15.456,19.583,21.78,3,
control,D,344,78,66,23.405,26.516,28.019,4,
control,D,348,78,79,7.725,9.947,22.46,2,
control,D,349,57,59,7.24,13.584,21.284,3,
control,D,351,66,78,35.615,37.898,38.85,2,
control,D,352,14,19,0.7,16.876,20.986,6,
control,D,355,89,82,22.715,23.5,24.129,2,
control,D,357,99,89,24.235,28.68,33.257,4,
control,D,359,69,36,26.32,39.862,42.35,2,
control,D,366,65,31,6.052,21.17,21.872,3,
control,D,368,60,70,5.882,7.16,7.878,2,
control,D,371,43,67,3.018,7.007,8.179,3,
control,D,375,60,61,102.264,106.118,110.865,3,good
control,D,378,79,67,4.142,8.687,10.551,5,
control,D,379,74,60,13.012,23.539,25.682,3,
control,D,381,33,31,11.645,30.509,32.73,6,
control,D,386,100,100,28.188,34.239,35.449,3,
control,D,388,56,62,5.196,17.526,26.916,5,
control,D,391,36,28,7.729,12.679,58.426,2,
control,D,394,45,37,15.436,21.25,23.255,3,
control,D,397,79,70,7.543,10.28,20.663,2,
control,D,404,97,85,10.468,12.691,29.288,3,
control,D,405,71,85,37.425,43.393,45.611,3,
control,D,406,71,78,54.104,57.855,73.308,3,very important
control,D,411,52,65,9.257,22.582,22.981,6,
control,D,414,66,42,1.551,26.311,30.168,3,
control,D,415,77,66,15.492,22.15,26.758,4,
control,D,421,62,47,13.179,27.091,28.354,5,
control,D,423,89,78,47.671,48.914,102.268,2,
control,D,428,48,14,5.098,13.703,18.718,5,
control,D,430,75,38,30.02,32.242,32.489,3,
control,D,431,94,68,40.59,42.472,49.16,3,
control,D,435,49,61,31.017,40.847,45.598,6,
control,D,436,62,64,7.043,18.836,22.469,4,
control,D,440,62,66,9.089,12.538,24.411,3,
control,D,443,48,43,6.942,26.501,27.736,4,
control,D,444,55,61,26.371,43.288,46.382,6,
control,E,2,51,51,10.716,20.897,22.682,3,
control,E,3,20,17,15.448,20.065,22.491,4,
control,E,7,80,65,27.021,28.159,29.565,2,
control,E,12,38,45,8.466,11.227,13.382,4,
control,E,13,99,100,2.76,6.453,7.782,3,
control,E,15,37,34,3.956,29.639,30.607,3,
control,E,25,60,55,29.143,33.233,34.837,4,
control,E,26,61,51,15.06,25.377,27.963,3,
control,E,30,77,100,36.634,38.994,40.927,3,
control,E,35,79,80,31.164,33.672,35.262,2,
control,E,38,57,59,19.131,24.21,26.301,3,
control,E,43,59,69,26.829,30.058,31.079,6,
control,E,45,31,31,8.624,30.969,33.278,6,
control,E,46,71,65,15.127,16.633,17.52,2,
control,E,48,62,58,47.75,49.153,50.2,3,
control,E,49,95,90,3.673,11.304,29.15,3,THE CONVERSATION WAS VERY NICE.
control,E,50,51,41,46.679,47.965,49.134,3,
control,E,54,73,72,41.954,47.57,51.313,3,no
control,E,57,31,57,33.977,42.521,45.08,2,
control,E,64,79,83,24.745,27.026,27.992,2,
control,E,65,82,65,3.149,5.282,21.36,4,good
control,E,66,42,37,98.445,100.349,101.768,2,
control,E,71,50,38,23.43,25.914,27.502,2,
control,E,75,88,76,4.8,21.662,31.512,4,
control,E,77,86,62,24.556,27.719,29.251,4,
control,E,78,37,23,9.136,25.97,31.468,4,
control,E,81,61,55,32.933,35.429,37.067,2,
control,E,83,93,95,43.862,57.496,65.324,9,VERY NICE
control,E,84,50,29,28.455,31.928,33.423,2,
control,E,88,67,70,3.223,15.654,42.597,3,audio voice nice
control,E,89,66,74,4.811,6.609,8.293,2,
control,E,90,27,23,22.142,24.24,25.77,2,
control,E,94,42,41,17.581,20.156,56.145,3,i like the audio output
control,E,96,65,59,26.322,32.887,37.195,3,college.....
control,E,98,64,58,101.384,115.052,115.936,3,nice
control,E,101,45,49,31.198,32.486,33.559,3,
control,E,103,45,35,6.795,24.85,32.039,5,They seemed a little bored with each other
control,E,105,63,58,71.98,73.6,74.887,3,
control,E,106,51,80,13.821,15.245,32.499,2,
control,E,109,33,34,10.118,29.174,29.949,6,
control,E,113,61,59,29.598,33.91,34.993,3,
control,E,114,48,39,19.092,21.339,23.868,2,
control,E,121,63,66,8.503,50.504,51.446,3,
control,E,122,74,78,19.43,21.885,26.251,2,
control,E,124,59,53,19.135,47.894,48.487,12,no
control,E,126,55,65,32.874,95.872,112.248,6,The conversation seems a bit force trying to find common ground 
control,E,137,94,91,7.492,19.188,42.403,4,sorry no
control,E,145,71,79,21.741,26.322,28.303,2,
control,E,147,87,90,19.821,32.208,50.517,3,consulting to our spotive speak 
control,E,148,55,54,21.43,34.142,35.654,4,
control,E,150,24,25,5.433,18.61,26.005,3,
control,E,151,28,75,87.818,120.117,124.431,4,none
control,E,153,70,30,18.221,21.7,32.826,2,
control,E,156,58,59,109.97,113.409,115.195,4,
control,E,158,55,45,28.978,40.879,54.171,3,Such lazy speech patterns.
control,E,159,100,100,16.215,69.836,76.4,16,good
control,E,162,17,6,26.641,28.249,29.756,2,
control,E,169,72,79,96.667,99.795,101.195,6,
control,E,173,74,62,20.29,24.793,25.67,4,
control,E,175,86,69,28.415,30.656,32.123,2,
control,E,177,36,33,7.779,24.443,25.751,6,
control,E,180,48,28,18.452,26.911,28.499,4,
control,E,182,72,39,20.175,25.603,26.759,5,
control,E,186,31,35,1.487,21.72,25.177,12,
control,E,197,81,66,4.001,5.801,25.705,3,good voice
control,E,201,44,45,24.94,30.768,32.005,3,
control,E,202,42,10,28.104,30.933,32.194,2,
control,E,203,19,8,45.068,47.963,51.438,2,
control,E,208,46,7,31.889,35.065,36.552,2,
control,E,211,90,93,30.214,31.632,32.785,4,
control,E,212,62,64,33.257,187.636,190.887,6,
control,E,215,86,82,67.04,69.173,78.872,3,good audio
control,E,217,44,32,12.412,14.577,16.428,2,
control,E,223,86,64,195.823,242.882,247.568,5,Good
control,E,225,81,86,33.488,78.01,79.588,2,
control,E,226,62,35,25.678,29.816,31.643,3,
control,E,227,86,70,27.029,28.119,29.117,2,
control,E,232,84,74,4.805,8.061,12.796,3,none
control,E,237,56,48,20.513,22.287,23.809,2,
control,E,238,66,58,5.548,20.392,25.941,5,
control,E,239,64,62,20.668,26.451,29.832,2,
control,E,248,51,43,16.812,18.935,29.488,2,
control,E,249,90,92,5.032,7.446,27.424,4,very well work on the sound
control,E,258,46,16,14.189,21.477,52.704,3,
control,E,259,36,59,3.82,7.457,28.739,3,
control,E,261,42,29,12.724,17.286,19.539,3,
control,E,262,86,97,1.85,4.177,1417.604,4,interesting
control,E,266,55,53,175.413,177.202,178.47,3,
control,E,268,84,89,7.719,26.114,27.449,6,
control,E,270,83,76,70.52,72.695,74.941,2,
control,E,274,59,59,1.909,21.445,26.053,5,
control,E,278,43,37,30.116,48.052,50.156,7,
control,E,279,37,33,17.201,23.999,31.094,4,No
control,E,281,51,30,28.579,31.649,33.182,2,
control,E,284,38,30,11.555,25.181,28.83,4,
control,E,286,44,69,70.39,104.364,117.445,8,conversation 
control,E,293,35,35,46.568,50.562,61.1,2,
control,E,294,28,31,14.382,17.775,33.534,3,the conversation sounds forced and I don't think they like each other
control,E,295,75,60,7.603,10.236,31.933,3,
control,E,296,45,7,4.738,23.915,25.019,5,
control,E,304,99,97,2.497,158.087,161.775,14,clear conversation
control,E,307,72,75,27.711,29.525,30.483,3,
control,E,308,62,40,20.586,25.146,26.834,2,
control,E,310,36,14,24.963,29.227,30.133,6,
control,E,311,32,10,8.599,28.08,29.179,4,
control,E,317,51,30,11.404,21.852,24.804,3,
control,E,318,80,65,37.875,39.619,41.096,2,
control,E,319,81,70,18.635,23.779,26.916,2,
control,E,320,55,50,7.066,24.814,26.428,5,
control,E,325,55,70,26.967,28.034,29.83,2,
control,E,331,44,20,27.338,29.434,31.174,2,
control,E,336,100,100,3.814,6.417,32.86,5,
control,E,337,86,80,8.237,11.235,27.568,2,
control,E,338,56,59,17.531,25.872,27.975,5,
control,E,339,58,37,28.688,35.788,36.4,7,
control,E,344,78,63,22.39,23.838,25.589,2,
control,E,345,74,77,43.704,61.455,69.219,10,GOOD
control,E,349,59,47,11.539,17.586,26.03,3,
control,E,350,60,57,25.849,27.538,29.171,2,
control,E,354,82,91,32.325,36.626,38.448,4,
control,E,361,26,69,38.166,39.719,40.703,2,
control,E,363,51,52,15.613,28.445,29.517,4,
control,E,364,19,22,26.213,31.654,35.557,4,
control,E,367,40,35,15.066,24.389,25.691,2,
control,E,371,69,78,4.384,8.42,11.309,3,
control,E,372,41,34,1.586,36.871,38.071,9,
control,E,375,47,47,5.989,10.188,18.681,3,audio not clear
control,E,377,79,77,30.124,31.105,31.912,2,
control,E,382,59,58,29.711,38.59,39.733,5,No comment
control,E,383,66,44,31.776,45.519,56.72,4,They seemed eager to talk
control,E,385,63,54,11.424,15.041,24.404,2,
control,E,392,42,49,81.845,87.192,88.363,3,
control,E,395,66,54,17.002,22.022,26.554,2,
control,E,397,51,42,6.725,27.555,29.164,3,
control,E,403,94,86,31.83,35.626,39.443,3,Nice
control,E,404,85,100,53.896,57.616,66.666,6,very interesting 
control,E,407,82,61,22.643,25.348,28.775,3,
control,E,409,40,19,20.716,22.077,25.726,3,
control,E,414,59,34,9.469,14.284,28.619,5,
control,E,417,88,98,28.387,31.778,36.501,3,Excellent
control,E,420,54,1,6.793,24.538,29.969,4,
control,E,422,50,59,5.101,24.24,25.273,7,
control,E,423,88,94,28.829,31.946,32.894,3,
control,E,428,60,32,100.264,130.365,132.838,6,
control,E,432,90,94,32.029,34.743,56.507,3,very good i well feeling in file 
control,E,433,55,38,6.425,39.005,41.447,5,
control,E,434,59,34,14.077,15.886,27.2,3,
control,E,439,54,67,10.777,35.601,77.036,8,"They seemed hesitant at first until they found a common connection, then relaxed a bit. But still new and formal introductory conversation."
control,E,443,43,34,21.663,25.514,25.805,3,
control,E,448,62,40,20.561,28.686,38.916,4,one voice not clear
control,E,450,66,36,26.858,30.92,32.154,3,
control,F,3,14,6,8.66,12.294,29.128,3,
control,F,5,68,68,5.32,7.308,9.532,2,
control,F,8,83,81,11.727,29.071,36.597,5,
control,F,9,23,7,39.64,42.325,43.235,4,
control,F,11,15,25,32.46,35.586,36.482,4,
control,F,15,58,53,2.398,40.703,41.92,3,
control,F,17,20,31,2.856,16.306,17.543,5,
control,F,23,36,14,10.107,68.626,69.655,7,
control,F,25,63,71,3.966,5.55,32.59,2,
control,F,26,52,38,32.925,36.784,38.497,2,
control,F,28,27,49,23.106,26.388,36.583,3,
control,F,32,56,40,38.904,43.789,44.667,3,
control,F,34,34,28,29.305,33.386,34.677,8,
control,F,35,60,59,41.256,45.068,46.616,2,
control,F,37,59,60,36.834,39.77,40.956,2,
control,F,40,33,39,17.939,20.898,37.239,2,
control,F,43,35,32,49.436,54.79,64.295,6,
control,F,48,71,59,6.4,36.184,37.839,5,
control,F,49,95,93,17.235,19.891,27.658,3,GOOD.
control,F,55,39,51,24.444,30.4,34.9,2,
control,F,56,27,25,14.835,19.81,125.234,2,
control,F,58,85,93,4.957,10.67,12.104,2,
control,F,60,84,89,38.3,46.666,49.198,5,good
control,F,61,86,88,37.211,42.057,57.439,3,20-22 Years old
control,F,63,74,57,15.662,17.673,18.462,5,
control,F,69,73,83,0.708,2.626,3.023,4,
control,F,71,33,32,16.488,37.699,44.326,2,
control,F,74,79,69,5.302,21.017,48.811,4,good
control,F,76,78,79,58.067,60.769,61.796,3,
control,F,78,43,30,16.435,49.54,50.31,10,i feel like they would warm up to each other over time
control,F,79,11,15,21.431,26.9,31.597,4,
control,F,92,75,69,22.769,25.573,41.327,2,
control,F,94,68,74,37.018,39.119,42.991,3,i like the audio output
control,F,96,64,45,22.008,27.094,32.985,2,
control,F,99,39,3,27.254,41.591,41.923,4,
control,F,102,9,2,8.283,43.408,47.776,3,
control,F,107,60,56,22.627,33.528,106.629,3,The girls so far seem to have much more of an inflection and high pitched tone in their voice than males who talk in a flat way. It feels like girls are more interested in conversation but that might just be how girls are raised to talk.
control,F,114,32,27,289.819,292.314,312.097,2,
control,F,115,38,42,3.083,44.85,49.725,4,GOOD
control,F,120,80,77,17.241,74.201,120.527,7,it is useful think
control,F,121,92,90,31.327,33.799,39.659,2,
control,F,124,40,30,9.88,40.383,41.437,6,no
control,F,125,93,79,7.043,9.381,41.232,2,
control,F,128,71,86,4.484,7.453,39.562,3,good conversation
control,F,130,86,80,5.584,9.935,36.455,3,
control,F,134,87,80,35.265,37.923,39.517,2,
control,F,135,24,15,34.64,35.706,37.384,2,
control,F,136,52,73,24.984,27.112,36.657,2,
control,F,137,93,91,13.578,73.092,86.395,16,sorry no
control,F,150,79,79,7.058,10.13,33.544,2,
control,F,151,25,56,11.025,89.868,94.168,4,None
control,F,157,63,57,35.037,37.081,39.427,2,
control,F,161,100,100,2.935,4.239,5.119,3,
control,F,163,62,71,155.763,158.052,158.608,7,
control,F,164,78,69,11.001,30.264,33.505,4,
control,F,167,74,77,43.084,44.885,46.07,4,
control,F,168,94,87,4.335,11.11,54.09,5,very fluent vocie
control,F,170,63,69,46.515,48.948,50.303,5,
control,F,173,77,65,24.002,34.325,35.377,4,
control,F,174,21,42,32.711,41.189,42.282,5,
control,F,176,57,76,28.059,59.935,65.022,4,Nice
control,F,180,10,3,66.561,68.2,78.214,2,
control,F,181,66,61,16.575,28.032,33.664,5,
control,F,182,40,29,21.021,28.236,34.32,10,
control,F,190,74,41,42.901,45.047,46.557,2,
control,F,191,74,63,24.632,46.404,51.951,7,
control,F,199,66,73,10.654,15.277,34.279,4,
control,F,200,97,92,3.119,5.766,18.8,4,good
control,F,201,57,59,33.797,35.73,36.965,3,
control,F,202,40,28,34.616,42.315,44.285,3,
control,F,205,50,42,53.125,120.291,123,3,
control,F,206,96,99,3.145,5.361,34.107,3,nice
control,F,214,36,37,29.116,43.878,52.275,6,no comments
control,F,215,82,93,24.35,32.451,42.685,4,clear audio 
control,F,217,43,19,53.268,54.663,55.458,2,
control,F,222,40,42,37.448,41.464,43.398,2,
control,F,224,55,58,16.379,23.762,37.809,5,
control,F,225,100,100,32.491,34.687,36.837,3,
control,F,237,37,25,26.274,27.946,31.457,2,
control,F,241,59,55,34.705,36.873,38.215,3,
control,F,243,62,60,18.004,35.712,36.922,3,
control,F,245,94,89,37.275,39.686,46.691,3,It was good
control,F,247,25,30,8.926,31.186,35.519,8,
control,F,250,0,3,23.607,37.094,38.907,7,was really quiet
control,F,251,77,46,27.962,30.707,39.596,2,
control,F,258,72,62,16.634,21.215,34.28,3,they had an normal conversation
control,F,262,84,94,8.131,11.241,36.629,2,
control,F,264,92,86,5.953,58.377,66.517,3,very much
control,F,265,65,76,3.671,11.439,15.293,3,good
control,F,266,62,57,34.105,35.531,36.444,2,
control,F,268,77,83,5.588,91.314,94.231,6,
control,F,275,22,26,38.828,44.463,45.762,3,
control,F,277,81,84,3.88,51.483,52.936,9,
control,F,278,54,54,49.834,63.396,66.113,5,
control,F,281,63,60,39.378,43.343,44.454,3,
control,F,286,73,75,20.73,23.931,27.98,3,clear
control,F,291,42,13,218.792,229.995,238.246,5,
control,F,294,65,64,40.061,42.538,52.904,3,it sounded pretty perfunctory
control,F,295,40,24,21.522,22.543,38.828,2,
control,F,298,27,32,0.9,40.801,46.094,16,
control,F,302,73,85,5.182,7.518,9.091,6,
control,F,304,95,96,46.578,53.076,69.973,4,smooth and clear conversation
control,F,307,68,68,25.388,26.544,47.87,2,
control,F,309,62,57,42.964,44.982,46.099,3,
