condition,convo,subID,enjoy,connected,timingFirstClick,timingLastClick,timingPageSubmit,timingClickCount,comments
short,B,27,57,47,1.366,26.248,27.445,5,
short,B,29,36,25,4.127,8.263,9.332,3,
short,B,32,62,17,27.798,31.17,32.577,2,
short,B,42,28,17,26.664,37.453,41.672,6,
short,B,46,83,69,9.292,13.108,41.355,6,enjoyed
short,B,47,22,12,10.69,16.09,27.239,3,
short,B,50,63,61,14.534,35.541,35.795,3,
short,B,53,61,42,26.325,32.344,32.984,2,
short,B,54,66,79,20.94,23.884,26.969,2,
short,B,56,35,64,14.607,17.479,24.207,2,
short,B,59,44,49,5.705,26.298,27.092,8,
short,B,62,78,67,1.685,17.584,18.104,3,
short,B,65,73,67,26.836,29.045,37,3,good
short,B,68,62,54,23.615,29.855,32.226,4,none
short,B,70,70,54,9.543,16.082,24.354,3,
short,B,73,43,17,22.972,25.402,27.262,3,
short,B,77,70,53,24.1,49.323,52.501,9,Save Ferris!
short,B,78,61,55,23.188,33.202,47.893,3,
short,B,80,85,96,31.321,33.558,37.027,2,
short,B,82,77,59,24.021,40.131,41.219,6,
short,B,83,96,96,25.939,34.962,36.512,5,
short,B,85,85,48,32.88,44.399,45.651,3,
short,B,89,61,18,5.038,8.246,9.226,2,
short,B,92,87,68,27.275,32.776,37.599,4,na
short,B,93,58,62,26.073,27.508,28.783,2,
short,B,96,86,72,15.965,17.989,21.955,2,
short,B,107,61,57,11.26,22.351,25.188,6,
short,B,110,70,73,42.582,45.964,47.398,3,
short,B,111,90,73,7.08,9.719,14.043,3,nice
short,B,116,69,36,189.055,190.903,192.498,2,
short,B,120,86,82,3.88,15.836,23.646,6,very nice
short,B,126,63,72,14.574,16.717,27.458,2,
short,B,130,72,67,22.435,26.211,32.711,3,good
short,B,137,94,90,7.591,30.411,42.48,6,sorry no
short,B,140,56,8,24.612,27.43,28.841,2,
short,B,146,77,79,3.777,7.6,21,3,enjoyed to the study
short,B,150,34,32,24.337,27.313,42.862,3,There seemed to be some clipping/distortion.
short,B,151,73,63,25.74,33.935,40.606,3,none
short,B,153,75,67,16.365,18.217,23.489,2,
short,B,154,91,95,50.816,58.35,66.415,7,no comments
short,B,157,60,57,16.572,21.875,23.106,2,
short,B,158,67,62,23.421,27.144,35.136,2,
short,B,161,100,100,18.478,20.35,21.199,4,
short,B,163,89,81,4.606,31.057,31.838,8,
short,B,164,85,90,7.298,12.073,24.925,4,
short,B,165,67,31,26.491,29.562,33.409,2,
short,B,166,92,94,111.911,114.831,116.602,6,
short,B,168,96,90,4.05,9.436,30.767,5,good
short,B,170,62,36,22.971,25.907,27.176,5,
short,B,171,70,80,23.189,24.566,25.677,2,
short,B,174,47,43,23.723,29.937,31.752,3,
short,B,179,80,91,14.289,18.087,51.145,3,good audio file
short,B,181,76,77,15.495,16.988,23.621,3,
short,B,184,51,22,16.62,22.207,44.206,3,sounds like the clips were edited to make the conversation faster than it actually was.
short,B,187,51,25,6.924,60.923,109.7,5,
short,B,189,70,84,2.643,4.323,4.585,4,
short,B,194,45,27,135.221,136.977,138.022,2,
short,B,197,80,67,3.14,7.204,22.998,4,good voice
short,B,199,66,76,5.445,11.16,22.27,2,
short,B,204,80,74,7.203,10.032,46.457,4,good communication for this girls.
short,B,205,73,72,22.751,24.978,27.1,2,
short,B,211,86,96,4.169,6.977,8.471,6,
short,B,212,81,85,25.69,27.69,30.421,2,
short,B,214,70,74,24.341,41.358,48.301,3,no comments
short,B,216,84,71,35.796,37.78,114.071,3,like this audio
short,B,219,70,64,17.882,20.643,22.747,2,
short,B,224,43,28,33.767,46.63,48.796,8,
short,B,227,100,79,31.501,33.819,35.538,2,
short,B,229,71,79,5.506,57.463,61.421,4,nice
short,B,234,83,85,25.986,28.299,29.219,3,
short,B,236,64,62,27.315,30.757,32.201,2,
short,B,239,52,39,27.633,32.573,37.552,4,
short,B,240,74,77,6.51,17.807,23.65,4,
short,B,244,68,60,24.931,27.369,28.604,2,
short,B,248,58,51,5.651,25.728,26.87,3,
short,B,251,72,59,27.901,30.181,39.822,2,
short,B,252,64,65,26.458,28.653,29.927,2,
short,B,257,99,79,30.146,32.872,33.406,6,
short,B,259,60,77,4.124,25.537,29.809,4,Clear one. 
short,B,260,74,68,20.866,23.434,24.377,2,
short,B,268,84,80,3,6.487,7.834,2,
short,B,269,68,36,23.616,27.401,30.9,3,
short,B,270,80,94,13.024,15.206,16.381,3,
short,B,272,61,67,12.086,24.76,28.167,4,nice
short,B,275,100,99,23.259,27.998,29.865,3,
short,B,276,65,63,37.566,40.22,49.18,3,
short,B,283,80,69,22.32,27.048,28.014,8,
short,B,284,33,26,11.473,16.977,25.539,2,
short,B,286,67,60,34.094,43.802,45.852,4,clear
short,B,295,75,65,24.987,27.155,29.616,2,
short,B,299,43,19,52.076,54.943,58.062,2,
short,B,302,80,77,3.167,8.55,33.521,11,
short,B,307,74,75,9.716,22.485,23.966,10,
short,B,309,72,72,32.987,60.398,64.64,8,I like ferris bueller comment
short,B,310,28,27,22.291,27.159,28.649,3,
short,B,311,42,34,15.706,20.127,21.924,2,
short,B,317,62,55,9.023,13.176,23.226,2,
short,B,318,72,64,52.87,54.794,56.811,3,
short,B,319,82,69,17.062,24.734,26.422,2,
short,B,320,54,62,4.737,19.746,22.99,6,
short,B,323,89,77,23.712,29.801,30.321,5,
short,B,333,57,65,119.465,139.561,144.941,6,"lol ""oooohhh"""
short,B,335,57,32,25.057,26.536,28.926,2,
short,B,336,100,100,112.355,113.702,114.566,3,
short,B,340,67,80,13.449,39.722,40.826,5,it seemed sped up
short,B,342,58,53,14.501,18.741,22.349,3,
short,B,343,60,13,5.96,6.979,7.843,2,
short,B,347,85,82,5.993,17.633,21.694,5,
short,B,355,68,56,1.803,25.074,25.341,5,There was a little bit of statick 
short,B,356,73,97,2.844,21.473,22.157,5,nice audio
short,B,357,74,37,24.993,30.382,34.871,4,
short,B,361,72,72,69.794,70.807,71.486,2,
short,B,363,62,62,25.438,28.573,32.156,2,
short,B,366,43,3,13.605,17.713,25.92,4,
short,B,371,63,69,4.229,7.875,9.355,3,
short,B,374,86,84,25.335,28.504,29.692,4,
short,B,380,17,21,8.799,18.087,24.879,2,
short,B,383,50,49,23.625,45.569,79.953,6,Seemed very interested in one another
short,B,384,78,86,16.186,19.434,22.2,2,
short,B,386,76,92,59.593,64.852,67.585,3,
short,B,391,74,87,49.583,51.896,52.857,2,
short,B,393,46,48,13.537,18.464,21.514,3,
short,B,394,43,26,19.016,23.463,25.244,3,
short,B,397,81,74,15.932,18.128,21.783,2,
short,B,403,90,89,596.671,599.022,602.854,3,Good
short,B,406,69,74,24.723,27.988,41.356,3,it is very clover
short,B,407,76,89,56.673,59.843,61.133,2,
short,B,411,86,95,6.649,7.612,10.219,2,
short,B,412,70,78,10.182,12.578,21.606,2,
short,B,416,88,87,4.118,7.76,24.73,3,very like this audio
short,B,418,74,66,12.47,24.112,26.88,8,
short,B,424,59,52,15.483,21.345,22.661,3,
short,B,427,64,72,18.549,19.979,21.649,4,
short,B,428,60,40,15.931,23.046,31.735,6,
short,B,430,71,46,28.229,29.381,30.03,2,
short,B,435,65,61,16.815,24.072,25.418,5,
short,B,437,75,78,40.483,42.009,42.796,2,
short,B,440,28,32,23.399,40.555,41.892,6,
short,B,444,85,76,16.266,22.242,23.597,4,
short,B,446,33,63,20.164,25.838,27.355,2,
short,B,449,61,73,13.408,14.815,16.001,2,
short,B,450,100,100,28.239,31.999,36.152,3,
short,C,1,68,68,6.346,14.849,16.241,6,
short,C,2,63,64,4.903,18.426,21.172,3,
short,C,3,38,48,6.499,27.673,32.794,5,
short,C,5,39,33,3.189,5.231,6.026,3,
short,C,6,68,51,5.671,32.268,34.301,5,
short,C,9,81,87,8.077,24.501,34.55,6,
short,C,14,62,71,9.492,12.406,34.882,2,
short,C,16,60,53,8.645,15.43,34.939,4,
short,C,18,90,96,22.94,33.598,34.442,7,no comments
short,C,19,82,59,15.259,33.323,34.592,2,
short,C,20,65,68,8.886,35.81,37.187,4,
short,C,21,86,84,4.943,6.607,8.771,2,
short,C,24,73,67,36.193,38.189,39.659,2,
short,C,32,89,64,37.504,44.958,45.79,3,
short,C,45,54,52,25.227,40.123,44.056,6,
short,C,47,58,59,25.898,36.548,38.277,4,
short,C,48,100,95,24.452,26.036,37.706,3,
short,C,50,78,65,3.921,65.841,66.117,7,
short,C,51,52,76,17.436,19.644,20.708,4,
short,C,52,88,79,0.989,145.915,146.473,7,
short,C,55,51,70,21.048,38.268,39.669,8,
short,C,57,94,99,35.66,38.338,40.358,2,
short,C,58,85,97,3.269,4.613,5.994,2,
short,C,59,34,52,15.944,35.57,38.07,4,
short,C,61,92,98,26.296,36.32,50.664,3,Relax after Exam....
short,C,63,68,65,58.333,159.066,159.831,5,
short,C,71,49,64,24.237,34.673,36.548,3,
short,C,73,34,25,37.16,38.79,40.075,2,
short,C,76,86,92,8.16,12.282,13.502,4,
short,C,79,51,76,21.72,24.419,34.299,2,
short,C,80,86,98,7.822,11.578,41.976,3,
short,C,90,90,88,22.869,36.297,37.846,3,
short,C,94,67,70,12.235,16.271,35.732,3,i like the audio output
short,C,96,79,74,10.684,25.585,34.714,4,
short,C,97,78,70,49.677,51.951,52.725,4,
short,C,102,70,56,59.082,68.976,71.933,7,
short,C,105,79,87,5.95,8.037,51.259,2,
short,C,106,53,77,12.374,34.077,35.139,7,
short,C,110,63,66,43.3,48.803,54.275,3,
short,C,111,87,86,5.366,8.134,89.242,3,nice
short,C,112,94,81,18.607,19.807,37.001,3,
short,C,114,59,69,6.913,25.774,46.035,4,
short,C,116,77,35,100.358,101.8,103.275,2,
short,C,117,69,70,41.248,42.844,45.147,2,
short,C,118,78,58,38.161,40.089,41.454,2,
short,C,133,79,78,22.44,35.609,37.071,6,GOOD
short,C,137,85,82,17.995,24.703,50.815,3,sorry no
short,C,144,60,69,34.938,37.163,38.914,2,
short,C,147,81,95,34.947,37.084,47.928,3,she is very guilty feeling to others
short,C,148,64,63,36.417,39.027,41.306,2,
short,C,149,80,87,43.138,53.977,61.04,2,
short,C,151,74,73,47.903,63.922,70.714,4,none
short,C,153,92,82,3.789,7.479,45.686,4,
short,C,155,78,65,2.424,4.58,34.989,3,
short,C,156,81,94,8.459,18.653,35.359,3,very good conversation
short,C,167,99,84,9.845,88.213,89.667,6,
short,C,173,90,82,19.919,34.641,35.669,5,
short,C,174,71,63,10.917,39.363,40.476,7,
short,C,179,93,100,3.601,6.845,18.561,3,good
short,C,180,81,80,35.403,37.159,38.583,2,
short,C,181,81,81,10.797,12.331,34.981,3,
short,C,182,100,97,19.718,23.315,39.068,5,
short,C,183,98,98,39.795,45.991,49.146,6,
short,C,188,81,77,368.937,376.576,378.949,4,
short,C,189,80,86,2.762,5.123,5.669,3,
short,C,192,73,60,36.164,38.077,39.353,2,
short,C,196,100,100,7.172,11.844,33.61,2,
short,C,198,84,90,53.655,54.566,55.48,4,
short,C,200,98,97,12.153,43.181,48.71,4,very nice
short,C,201,71,70,6.635,30.62,34.857,6,
short,C,206,98,84,11.765,22.247,39.298,3,nice
short,C,207,66,37,5.53,7.282,37.458,2,
short,C,211,82,92,45.112,46.639,47.627,5,
short,C,214,41,42,46.697,54.465,93.424,3,the 2nd girl was almost barley understandable 
short,C,220,76,80,8.123,37.696,39.266,9,
short,C,226,72,76,37.593,48.027,49.496,4,
short,C,228,82,66,6.409,11.173,34.56,3,
short,C,231,76,92,15.523,19.189,47.887,4,very enjoy to talking good
short,C,234,94,93,32.998,35.037,36.63,2,
short,C,237,79,76,24.64,32.615,33.72,3,
short,C,239,87,81,35.676,39.552,41.828,3,
short,C,241,66,62,22.766,37.601,38.99,6,
short,C,244,85,77,32.291,35.063,36.196,2,
short,C,248,66,74,33.208,36.073,37.06,3,
short,C,259,64,44,2.408,6.547,38.895,2,
short,C,263,93,98,2.681,6.375,122.945,3,
short,C,264,97,91,44.211,54.034,63.551,5,nice
short,C,265,60,70,17.705,19.296,24.415,2,
short,C,266,75,70,11.584,52.749,53.941,5,
short,C,271,85,94,4.495,8.316,211.048,5,
short,C,272,70,51,102.238,105.856,109.239,4,nice
short,C,275,100,100,17.915,20.707,35.586,2,
short,C,277,81,86,41.112,48.133,49.263,4,
short,C,281,80,66,39.758,42.318,45.884,2,
short,C,282,100,100,38.135,40.718,44.938,2,
short,C,284,50,33,8.601,40.203,41.632,4,
short,C,288,67,79,7.45,10.186,35.29,2,
short,C,289,86,95,25.534,27.511,58.883,4,
short,C,293,71,73,63.265,335.853,337.497,5,
short,C,294,71,62,14.096,41.246,53.873,3,they sound kind of awkward in their conversation
short,C,296,77,49,6.126,12.556,60.399,2,
short,C,299,100,92,57.23,74.28,76.562,2,
short,C,302,73,87,4.586,7.935,11.186,8,
short,C,303,100,100,4.96,36.237,36.58,4,
short,C,310,46,42,25.254,26.989,35.357,2,
short,C,314,74,73,38.581,42.678,45.486,3,none
short,C,318,88,77,65.563,67.788,69.834,2,
short,C,320,78,77,13.852,15.338,45.176,3,
short,C,321,92,100,7.364,8.599,34.77,2,
short,C,322,63,86,32.804,39.759,42.14,4,
short,C,324,79,85,8.426,14.927,37.556,3,
short,C,328,73,71,20.668,31.724,39.167,5,
short,C,332,75,65,13.254,14.759,44.979,2,
short,C,334,60,71,6.574,21.597,34.527,4,
short,C,336,100,100,21.078,23.659,32.098,4,
short,C,338,99,91,16.057,22.208,35.276,2,
short,C,342,54,63,12.502,14.39,35.654,2,
short,C,350,85,95,34.086,36.261,37.465,3,
short,C,351,74,67,42.424,43.306,44.361,2,
short,C,352,61,52,1.4,32.98,34.702,11,
short,C,353,100,100,7.014,9.812,33.876,3,
short,C,355,75,87,35.828,36.765,37.314,2,
short,C,365,83,84,3.691,37.817,39.471,7,very nice
short,C,366,87,83,6.011,11.494,72.487,4,
short,C,373,76,74,34.678,35.902,36.757,2,
short,C,374,79,78,25.009,31.174,34.537,5,
short,C,376,74,62,14.975,20.266,35.085,3,
short,C,379,100,97,28.042,35.981,38.069,3,
short,C,381,81,94,8.228,37.144,43.602,12,
short,C,384,64,82,6.776,33.416,34.809,8,
short,C,387,97,90,8.491,32.881,37.932,4,
short,C,392,42,39,77.941,80.899,82.036,2,
short,C,393,52,60,18.227,24.796,33.378,3,
short,C,394,61,57,23.335,55.931,59.355,8,They seemed to feel similar towards the topic discussed
short,C,397,84,93,14.903,17.893,36.327,2,
short,C,399,81,95,2.347,4.978,60.923,4,Very like this audio
short,C,407,88,60,76.157,78.379,79.817,4,
short,C,409,69,64,26.847,39.261,40.276,3,
short,C,411,87,92,3.822,13.992,38.263,6,
short,C,413,89,96,6.525,8.94,83.692,2,
short,C,415,100,100,8.708,34.893,37.664,6,
short,C,421,97,75,8.895,50.4,50.767,8,
short,C,423,89,77,48.982,50.594,51.709,3,
short,C,426,70,89,82.246,111.73,112.779,4,
short,C,427,58,65,25.874,34.312,34.981,4,
short,C,432,89,94,67.636,82.294,82.703,4,feel better hope in the audio
short,C,435,69,78,9.631,35.019,35.992,8,
short,C,437,85,88,41.065,42.46,43.124,2,
short,C,442,95,83,3.123,9.839,55.667,10,happiness to speech 
short,C,444,74,71,29.818,43.082,44.352,6,
short,C,446,38,70,60.284,62.367,63.595,2,
short,D,3,36,51,6.276,8.055,13.934,2,
short,D,4,38,70,6.992,12.479,16.79,2,
short,D,7,73,62,14.292,16.368,20.473,2,
short,D,11,67,81,20.016,23.042,23.96,4,
short,D,15,55,19,17.586,19.466,20.959,2,
short,D,17,59,81,2.701,16.665,17.647,5,
short,D,18,64,70,8.803,11.849,17.898,5,no comments
short,D,24,65,73,47.661,50.619,52.469,4,
short,D,27,51,54,5.226,19.666,20.991,8,
short,D,29,37,21,25.987,27.393,28.776,2,
short,D,33,57,34,14.605,16.864,22.815,2,
short,D,34,67,62,7.252,20.376,21.19,6,
short,D,36,81,83,16.061,19.144,21.092,3,
short,D,46,79,68,3.401,5.174,14.382,3,good conversation
short,D,49,94,91,22.974,27.574,37.204,4,VERY NICE.
short,D,52,94,78,1.201,7.945,19.788,7,
short,D,55,51,60,21.283,23.673,26.154,2,
short,D,56,61,73,6.642,9.083,21.338,3,
short,D,57,75,85,21.526,24.625,27.661,2,
short,D,61,100,100,21.948,43.576,60.455,5,All Asian...
short,D,66,100,95,23.243,29.798,32.134,3,
short,D,68,53,41,19.848,24.122,26.4,3,none
short,D,70,66,55,20.676,27.17,29.263,2,
short,D,72,98,92,28.068,62.453,69.553,4,VERY CLEAR
short,D,79,38,51,10.865,17.175,18.019,4,
short,D,80,82,96,20.513,25.246,64.436,5,Good
short,D,81,54,58,16.866,19.543,30.029,2,
short,D,87,82,87,3.732,8.748,21.57,7,no
short,D,89,71,70,3.3,6.947,8.261,3,
short,D,94,77,78,15.435,21.442,36.102,5,i like the audio output
short,D,95,94,63,4.144,25.845,27.669,4,
short,D,96,83,35,14.337,15.575,18.262,2,
short,D,97,77,70,27.833,28.762,29.582,2,
short,D,105,65,62,21.686,22.825,24.057,2,
short,D,106,74,63,16.65,18.25,19.288,2,
short,D,110,71,80,6.579,9.936,42.064,2,
short,D,111,94,77,7.235,12.291,31.816,4,good
short,D,113,63,55,41.076,44.003,45.004,2,
short,D,119,67,51,17.296,39.516,40.999,4,good
short,D,120,80,84,2.436,5.186,80.559,6,it is useful
short,D,126,37,25,12.099,31.339,48.412,6,the conversation seems to be fluid though a bit random. 
short,D,127,81,74,23.399,32.819,39.665,5,Good.
short,D,131,91,87,94.692,96.917,103.076,3,clear audio
short,D,134,96,91,18.288,22.516,25.724,2,
short,D,141,83,77,21.333,28.612,31.541,3,none
short,D,144,77,49,6.9,16.665,18.201,2,
short,D,148,61,61,17.732,23.628,24.909,3,
short,D,149,74,61,23.564,29.355,31.412,2,
short,D,150,56,73,5.842,23.528,25.076,4,
short,D,151,83,92,21.974,27.381,31.517,3,none
short,D,152,100,100,45.849,67.911,69.32,6,
short,D,154,86,82,6.577,15.045,24.592,8,no comments
short,D,157,29,24,15.227,19.016,20.402,4,
short,D,159,100,98,33.665,38.369,43.593,3,good
short,D,162,31,19,20.098,24.123,24.895,6,
short,D,165,28,13,28.823,147.023,156.254,8,I feel like telling someone from HK you have a friend in Shanghai is like telling a student from Dartmouth you have a friend in Vancouver.
short,D,167,100,67,19.679,20.975,29.724,2,
short,D,171,84,91,14.121,19.801,21.09,3,
short,D,176,91,73,33.381,38.233,43.939,3,Fair
short,D,180,68,57,11.199,24.446,25.796,3,
short,D,184,65,58,19.478,20.45,21.174,3,
short,D,188,100,93,19.789,25.173,26.737,4,
short,D,193,77,78,7.72,12.399,27.449,3,its good and clear 
short,D,198,77,70,49.149,52.943,54.164,13,
short,D,200,98,95,22.885,28.611,35.31,4,good
short,D,204,77,96,20.637,23.508,38.635,3,very enjoyment friends.
short,D,206,93,99,52.388,54.639,58.005,3,Nice
short,D,207,88,71,16.24,18.369,24.057,4,
short,D,209,75,68,20.857,22.354,23.023,2,
short,D,210,79,79,24.113,26.949,29.907,2,
short,D,212,83,80,22.729,25.349,26.955,3,
short,D,214,65,72,62.735,71.875,81.254,3,no comments
short,D,220,67,59,13.077,17.92,20.06,3,
short,D,222,69,61,22.943,24.335,27.085,2,
short,D,225,85,100,48.725,51.152,52.413,3,
short,D,226,69,57,19.993,26.339,27.728,4,
short,D,230,59,50,7.247,16.005,19.4,4,
short,D,239,70,75,19.561,26.078,29.022,3,
short,D,240,82,83,23.68,25.855,27.064,2,
short,D,241,71,79,17.324,22.314,22.755,5,
short,D,242,69,69,22.458,24.75,27.661,2,
short,D,247,15,35,3.712,19.206,19.94,7,
short,D,253,40,32,126.195,127.635,128.535,2,
short,D,256,73,95,10.319,19.767,25.335,8,Good
short,D,260,83,75,19.656,21.888,23.206,2,
short,D,261,35,8,4.391,15.488,17.085,4,
short,D,263,95,91,16.454,20.397,40.091,3,The audio file is very nice.
short,D,264,96,93,472.231,527.44,583.217,4,favorable
short,D,265,69,57,5.864,8.364,23.821,3,
short,D,267,38,11,26.421,32.123,33.049,3,
short,D,272,58,58,14.39,19.831,26.095,5,super
short,D,273,60,67,21.034,24.725,30.58,3,not bad
short,D,276,81,80,5.967,18.586,19.171,4,
short,D,279,91,86,35.565,40.374,49.729,3,No.
short,D,281,67,67,20.901,23.328,25.329,2,
short,D,283,52,28,72.257,76.926,77.177,7,
short,D,284,47,34,9.761,12.933,22.074,2,
short,D,286,65,59,12.862,16.133,21.303,3,clear
short,D,294,74,76,29.907,32.895,41.102,3,they seemed to like each other
short,D,296,72,7,3.838,7.349,17.71,4,
short,D,303,66,74,5.641,9.274,17.919,2,
short,D,306,0,0,2.177,7.225,19.769,6,
short,D,308,100,51,38.894,41.205,46.232,2,
short,D,313,68,61,7.515,15.101,17.88,4,
short,D,314,56,57,35.652,37.733,38.675,2,
short,D,315,48,25,22.158,27.12,28.82,4,none
short,D,316,61,61,5.278,10.388,17.555,3,
short,D,320,56,64,7.183,9.329,19.889,2,
short,D,324,71,76,7.782,22.868,23.706,5,
short,D,328,82,64,24.001,30.378,31.222,8,
short,D,332,41,26,10.143,18.375,19.721,5,
short,D,335,72,62,13.531,23.24,26.535,2,
short,D,339,83,79,24.085,35.322,36.221,7,
short,D,340,77,75,6.723,19.902,21.052,3,
short,D,343,68,51,5.067,6.172,6.989,2,
short,D,345,92,87,10.254,13.157,32.69,4,NICE
short,D,347,67,80,4.735,6.807,16.289,2,
short,D,353,81,50,16.725,21.306,22.6,2,
short,D,354,85,90,36.732,39.682,42.114,3,
short,D,361,74,72,30.991,32.172,32.941,2,
short,D,362,79,84,19.881,21.416,22.902,4,
short,D,364,84,67,16.44,28.944,34.588,3,
short,D,369,74,79,8.214,14.064,17.515,5,
short,D,370,75,67,26.288,36.017,39.157,4,
short,D,372,57,59,1.555,25.441,26.259,6,
short,D,373,65,68,7.749,10.533,16.884,3,
short,D,377,75,85,16.917,17.588,18.598,2,
short,D,380,55,24,23.107,26.418,59.364,3,it's not that clear but i can make out the content.
short,D,384,59,33,16.153,18.449,18.8,3,
short,D,387,90,80,24.505,31.765,34.983,6,
short,D,390,25,16,25.466,31.37,38.96,10,
short,D,395,65,58,15.148,21.174,23.875,3,
short,D,399,93,78,4.397,8.154,23.858,5,Very excluding in this audio
short,D,401,68,51,4.544,34.066,44.714,3,
short,D,403,91,93,22.315,27.075,32.735,3,Nice
short,D,407,72,90,57.451,59.176,60.364,2,
short,D,408,70,76,17.668,20.791,22.745,3,
short,D,412,76,64,18.712,20.136,21.495,2,
short,D,416,89,83,4.841,62.876,76.571,5,very interesting
short,D,417,93,86,20.44,24.352,27.621,3,Nice
short,D,419,59,55,16.963,24.899,26.183,4,
short,D,424,45,39,18.652,24.673,27.367,4,
short,D,426,80,58,17.717,19.021,20.194,2,
short,D,429,57,70,11.598,19.647,20.885,5,
short,D,432,97,89,7.296,10.827,28.605,3,best on the quality maintain in audio
short,D,438,44,31,6.907,476.475,477.236,12,
short,D,439,60,61,7.333,10.473,19.507,2,
short,D,442,92,84,2.643,35.038,41.422,11,introduction speech 
short,D,445,82,79,20.477,21.822,23.183,3,
short,D,446,69,39,20.924,22.986,24.464,2,
short,D,450,100,100,15.684,22.36,23.204,3,
short,E,1,61,61,7.902,20.259,22.444,11,
short,E,6,51,8,12.038,14.342,21.644,2,
short,E,8,65,65,12.604,13.452,23.27,2,
short,E,10,53,54,24.825,26.893,28.558,2,
short,E,18,70,71,17.421,22.029,24.811,5,no comments
short,E,20,42,42,71.032,72.112,72.903,2,
short,E,24,72,67,21.312,23.591,24.899,2,
short,E,27,30,18,5.634,20.046,22.184,6,
short,E,28,51,51,18.052,23.968,24.702,3,
short,E,29,63,33,5.24,7.55,9.964,2,
short,E,31,76,62,29.174,32.98,50.215,3,They first to meet up with each other.
short,E,32,68,3,28.565,31.123,37.432,2,
short,E,34,56,53,25.842,29.323,29.562,7,
short,E,36,84,85,10.256,18.109,24.604,3,
short,E,40,42,57,24.994,27.898,29.242,3,
short,E,41,77,88,29.933,34.164,37.232,3,
short,E,42,59,30,29.363,34.3,37.188,3,
short,E,47,11,7,30.69,31.864,32.736,2,
short,E,51,70,59,73.682,74.9,76.083,2,
short,E,52,37,58,2.55,24.654,28.251,9,
short,E,55,51,51,19.001,22.601,26.929,2,
short,E,58,89,98,3.089,5.898,7.367,5,
short,E,60,96,79,23.268,30.262,38.875,4,super
short,E,68,53,24,22.727,26.996,29.638,3,none
short,E,70,43,32,7.35,20.659,23.065,3,
short,E,73,28,11,24.109,29.873,31.721,6,
short,E,76,57,60,45.481,49.69,55.301,4,Audio not clear
short,E,79,50,74,22.092,23.887,25.164,2,
short,E,80,92,97,7.529,10.087,25.195,3,Interesting.
short,E,85,56,52,31.248,34.609,36.556,2,
short,E,86,80,84,32.51,35.901,42.137,5,useful
short,E,87,86,81,5.808,10.519,23.517,5,no
short,E,95,37,72,136.308,164.005,166.18,4,
short,E,97,61,42,21.951,25.614,26.398,3,
short,E,102,16,3,33.011,37.312,63.956,2,
short,E,110,65,72,6.341,11.599,110.752,2,
short,E,111,82,84,4.633,9.84,14.931,3,good
short,E,112,95,93,27.926,29.071,30.012,2,
short,E,118,87,93,23.566,31.221,32.084,4,
short,E,120,78,84,15.985,19.101,26.869,5,very nice
short,E,123,95,86,3.894,6.88,28.782,4,nice
short,E,125,72,64,4.354,27.769,33.931,3,Good
short,E,128,74,83,7.06,9.876,47.231,3,good
short,E,129,70,15,1.78,18.907,28.282,16,
short,E,130,81,79,3.42,41.14,41.942,4,not bad
short,E,138,76,64,15.299,17.984,23.718,2,
short,E,139,99,99,19.082,22.396,27.243,3,GOOD
short,E,140,42,4,25.004,30.92,32.42,3,
short,E,141,85,58,32.218,50.836,54.363,5,none
short,E,143,81,94,4.482,15.149,30.569,7,G0OD
short,E,152,94,87,16.468,26.692,30.182,3,
short,E,155,76,94,14.969,15.647,22.677,2,
short,E,157,35,30,20.024,25.201,26.4,4,
short,E,161,100,99,13.745,14.881,15.538,2,
short,E,163,62,45,2.626,24.436,25.994,11,
short,E,166,68,82,16.288,19.607,26.626,2,
short,E,167,80,64,18.624,20.44,22.887,2,
short,E,168,93,85,5.241,8.065,34.563,5,nice
short,E,170,57,61,24.026,29.061,31.735,5,
short,E,172,46,47,5.78,21.828,22.892,3,
short,E,178,62,63,16.543,18.351,22.577,2,
short,E,181,66,68,19.817,25.441,27.537,3,
short,E,184,51,51,20.569,21.671,24.57,2,
short,E,189,86,95,2.25,4.275,5.065,5,
short,E,190,75,63,101.11,104.894,106.312,4,
short,E,191,76,66,11.528,13.288,26.459,2,
short,E,194,35,31,51.243,53.644,54.868,2,
short,E,198,66,75,84.489,86.099,103.281,5,
short,E,199,73,11,22.109,25.618,45.383,3,It was kind of annoying that it switched speakers on my laptop as the speakers in the audio changed. 
short,E,206,84,94,3.048,7.027,23.747,3,nice
short,E,207,82,100,11.582,14.013,28.737,3,
short,E,210,61,50,31.317,38.729,41.939,2,
short,E,213,86,72,7.6,13.216,19.198,5,none
short,E,216,91,83,16.09,27.153,61.949,4,clear audio
short,E,218,51,35,14.222,77.761,78.873,5,
short,E,220,61,51,22.51,24.966,26.621,3,
short,E,221,56,57,40.61,43.518,49.993,3,weldone 
short,E,228,37,43,12.248,13.353,22.368,2,
short,E,230,50,51,12.431,26.441,28.89,4,
short,E,233,56,27,14.233,16.991,22.176,2,
short,E,236,58,54,7.341,9.773,21.668,2,
short,E,242,41,42,27.852,33.389,34.707,4,
short,E,244,61,28,26.015,28.888,31.052,2,
short,E,246,81,75,16.538,22.605,23.284,3,
short,E,247,23,28,3.28,28.16,28.896,4,
short,E,251,79,62,30.77,33.754,58.269,4,
short,E,252,63,63,22.388,24.624,28.694,2,
short,E,254,98,99,10.96,14.408,29.374,3,based on opinion
